Age,Income,Loan_Amount,Credit_Score,Months_Employed,Num_Credit_Lines,Interest_Rate,Loan_Term,Debt_Income_Ratio,Education,Employment_Type,Marital_Status,Has_Mortgage,Has_Dependents,Loan_Purpose,Has_CoSigner,Defaulted,Loan_Income_ratio,Credit_score_Band,Age_band,Tenure_band
58,94033,159468,815,72,4,18.74,48,0.33,Bachelor's,Full-time,Divorced,Yes,No,Home,No,0,1.7,Excellent,46-60,>5 years
20,102312,17975,797,70,4,22.63,36,0.78,Bachelor's,Part-time,Divorced,No,Yes,Other,No,0,0.18,Very Good,<25,>5 years
56,107124,249352,317,24,4,18.13,60,0.86,High School,Full-time,Divorced,No,No,Education,No,1,2.33,Poor,46-60,1-3 years
23,84774,120912,749,43,4,23.68,24,0.16,Master's,Self-employed,Divorced,Yes,No,Home,No,0,1.43,Very Good,<25,3-5 years
25,127103,24296,626,46,4,20.05,48,0.32,Bachelor's,Self-employed,Married,No,No,Education,Yes,0,0.19,Fair,25-35 ,3-5 years
44,101997,151516,708,2,3,18.06,12,0.28,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,0,1.49,Good,36-45,<1 year
26,47398,155340,334,88,3,15.39,36,0.75,PhD,Full-time,Married,No,Yes,Other,No,1,3.28,Poor,25-35 ,>5 years
54,106956,87462,434,3,3,23.19,24,0.25,PhD,Part-time,Single,Yes,No,Education,Yes,0,0.82,Poor,46-60,<1 year
50,59215,43116,381,69,4,6.84,36,0.2,Bachelor's,Full-time,Divorced,No,No,Home,No,0,0.73,Poor,46-60,>5 years
68,17751,152696,811,119,1,17.25,60,0.52,High School,Unemployed,Divorced,No,Yes,Auto,Yes,0,8.6,Excellent,>60,>5 years
59,135003,121490,552,15,2,2.36,36,0.67,Master's,Part-time,Married,No,Yes,Other,No,0,0.9,Poor,46-60,1-3 years
61,109471,10327,347,112,4,14.48,36,0.51,High School,Self-employed,Single,No,Yes,Home,Yes,0,0.09,Poor,>60,>5 years
41,93059,112026,413,31,1,18.55,24,0.45,PhD,Unemployed,Single,Yes,Yes,Business,No,0,1.2,Poor,36-45,1-3 years
32,125786,239618,338,73,4,7.99,36,0.79,High School,Self-employed,Divorced,Yes,No,Business,No,1,1.9,Poor,25-35 ,>5 years
49,51396,84501,760,10,4,15.88,24,0.17,PhD,Self-employed,Single,No,No,Auto,Yes,0,1.64,Very Good,46-60,<1 year
49,124296,120730,506,103,4,2.11,12,0.53,High School,Full-time,Married,No,No,Home,No,0,0.97,Poor,46-60,>5 years
41,62578,112054,740,53,4,21.07,36,0.6,PhD,Unemployed,Single,No,No,Home,Yes,0,1.79,Very Good,36-45,3-5 years
58,117968,156263,583,59,2,17.65,36,0.23,Bachelor's,Unemployed,Married,Yes,No,Other,No,0,1.32,Fair,46-60,3-5 years
69,86549,135912,721,114,3,2.77,36,0.52,PhD,Part-time,Divorced,No,Yes,Business,No,0,1.57,Good,>60,>5 years
66,69939,193171,672,78,1,9.7,60,0.24,Master's,Full-time,Single,No,Yes,Other,Yes,0,2.76,Good,>60,>5 years
66,142442,229406,464,60,1,23.12,24,0.41,Bachelor's,Full-time,Married,Yes,Yes,Other,Yes,0,1.61,Poor,>60,#N/A
69,142700,25379,494,116,3,4.33,24,0.66,High School,Self-employed,Divorced,Yes,Yes,Home,No,0,0.18,Poor,>60,>5 years
29,38153,130923,470,68,2,4.67,48,0.38,High School,Full-time,Single,Yes,Yes,Other,Yes,0,3.43,Poor,25-35 ,>5 years
56,22082,61460,624,11,1,2.88,48,0.72,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,0,2.78,Fair,46-60,<1 year
19,91000,60224,730,50,3,11.66,60,0.59,Master's,Full-time,Married,Yes,Yes,Business,No,0,0.66,Good,<25,3-5 years
20,101465,179673,366,13,2,24.03,24,0.6,PhD,Full-time,Married,Yes,Yes,Education,No,1,1.77,Poor,<25,1-3 years
66,100328,141500,831,94,3,13.95,36,0.56,PhD,Self-employed,Divorced,No,Yes,Education,Yes,0,1.41,Excellent,>60,>5 years
54,118126,211925,337,89,4,20.76,48,0.61,Bachelor's,Unemployed,Married,No,No,Auto,No,0,1.79,Poor,46-60,>5 years
66,99582,128774,671,75,4,15.25,48,0.18,High School,Self-employed,Married,No,Yes,Education,No,0,1.29,Good,>60,>5 years
34,117943,231285,337,81,1,14.66,48,0.9,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,1,1.96,Poor,25-35 ,>5 years
66,70357,54481,610,54,2,6.22,24,0.49,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,0,0.77,Fair,>60,3-5 years
19,70339,168776,528,83,1,13.64,12,0.17,High School,Unemployed,Divorced,No,No,Other,Yes,0,2.4,Poor,<25,>5 years
19,67895,12136,308,108,2,8.46,36,0.72,PhD,Self-employed,Divorced,No,No,Education,No,0,0.18,Poor,<25,>5 years
45,55996,174034,742,2,3,14.13,36,0.56,High School,Full-time,Married,Yes,No,Home,Yes,0,3.11,Very Good,36-45,<1 year
40,45622,115010,716,82,4,9.58,12,0.37,Bachelor's,Unemployed,Divorced,No,Yes,Education,No,0,2.52,Good,36-45,>5 years
54,77280,194794,383,3,3,3.98,24,0.74,High School,Full-time,Married,No,No,Other,Yes,0,2.52,Poor,46-60,<1 year
49,30010,67612,550,5,3,12.41,48,0.84,Bachelor's,Part-time,Married,Yes,Yes,Business,No,0,2.25,Poor,46-60,<1 year
50,56946,6451,645,69,1,6.98,48,0.1,Bachelor's,Full-time,Married,No,Yes,Home,No,0,0.11,Fair,46-60,>5 years
18,139771,118684,401,89,4,5.43,36,0.13,PhD,Part-time,Divorced,Yes,Yes,Auto,Yes,0,0.85,Poor,<25,>5 years
36,74307,66303,433,79,4,19.1,12,0.82,High School,Unemployed,Married,Yes,No,Other,Yes,0,0.89,Poor,36-45,>5 years
19,97219,189133,663,40,2,15.05,48,0.14,Bachelor's,Self-employed,Single,No,Yes,Business,No,0,1.95,Fair,<25,3-5 years
61,26051,196898,367,66,3,23.65,60,0.89,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,0,7.56,Poor,>60,>5 years
43,65835,212489,650,90,1,3.88,12,0.22,Bachelor's,Self-employed,Divorced,No,Yes,Other,No,0,3.23,Fair,36-45,>5 years
49,148568,110680,578,75,4,21.22,60,0.69,Bachelor's,Unemployed,Married,Yes,No,Business,Yes,0,0.74,Poor,46-60,>5 years
23,117261,214837,596,65,1,4.1,48,0.33,PhD,Full-time,Married,No,No,Education,Yes,0,1.83,Fair,<25,>5 years
49,39184,142572,533,0,2,9.43,60,0.35,High School,Full-time,Single,No,Yes,Auto,Yes,0,3.64,Poor,46-60,<1 year
21,90751,68033,419,106,2,8.73,36,0.39,Master's,Self-employed,Single,No,No,Auto,Yes,0,0.75,Poor,<25,>5 years
28,15223,101750,593,31,2,24.41,60,0.13,Master's,Part-time,Married,Yes,Yes,Home,Yes,0,6.68,Fair,25-35 ,1-3 years
34,75449,214723,466,9,4,13.31,24,0.61,PhD,Unemployed,Single,No,No,Other,No,1,2.85,Poor,25-35 ,<1 year
55,37451,43127,478,82,3,7.59,60,0.56,PhD,Self-employed,Divorced,No,No,Other,Yes,0,1.15,Poor,46-60,>5 years
41,87219,169189,401,103,1,17.73,60,0.73,PhD,Full-time,Divorced,No,Yes,Business,Yes,0,1.94,Poor,36-45,>5 years
22,51990,119516,412,36,4,4.27,12,0.53,High School,Self-employed,Married,No,Yes,Home,No,0,2.3,Poor,<25,1-3 years
69,97532,199859,375,56,1,11.31,12,0.54,PhD,Full-time,Divorced,No,No,Other,No,0,2.05,Poor,>60,3-5 years
51,84734,188838,655,33,4,7.85,36,0.77,High School,Unemployed,Divorced,Yes,Yes,Auto,No,0,2.23,Fair,46-60,1-3 years
23,74090,205698,571,39,3,16.93,36,0.62,Bachelor's,Part-time,Single,No,Yes,Home,Yes,1,2.78,Poor,<25,3-5 years
39,138971,140639,666,27,2,23.26,60,0.86,PhD,Unemployed,Divorced,No,No,Home,Yes,0,1.01,Fair,36-45,1-3 years
28,85129,180135,809,62,4,10.89,12,0.7,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,0,2.12,Excellent,25-35 ,>5 years
65,41931,5769,849,7,2,7.7,60,0.68,PhD,Self-employed,Divorced,No,No,Other,Yes,0,0.14,Excellent,>60,<1 year
33,140328,69711,826,49,2,23.01,48,0.75,High School,Unemployed,Married,No,Yes,Auto,No,0,0.5,Excellent,25-35 ,3-5 years
50,36135,185019,629,110,1,20.85,24,0.88,Master's,Self-employed,Divorced,Yes,Yes,Business,No,0,5.12,Fair,46-60,>5 years
26,19860,79822,788,92,3,14.71,36,0.43,Master's,Unemployed,Married,Yes,Yes,Home,Yes,0,4.02,Very Good,25-35 ,>5 years
23,25382,143017,399,107,4,10.46,48,0.74,PhD,Full-time,Married,Yes,No,Education,Yes,0,5.63,Poor,<25,>5 years
33,132284,178353,317,49,3,2.16,24,0.58,High School,Part-time,Divorced,No,Yes,Education,No,0,1.35,Poor,25-35 ,3-5 years
46,149269,112616,376,41,3,16.21,24,0.33,Bachelor's,Self-employed,Single,No,Yes,Other,No,0,0.75,Poor,46-60,3-5 years
20,18625,58127,643,84,4,12.12,60,0.55,Bachelor's,Unemployed,Married,Yes,No,Other,No,1,3.12,Fair,<25,>5 years
37,109407,141444,332,98,2,14.12,24,0.33,PhD,Full-time,Married,Yes,No,Home,No,0,1.29,Poor,36-45,>5 years
53,112739,79572,475,44,1,21.33,48,0.13,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes,0,0.71,Poor,46-60,3-5 years
36,125253,99149,809,3,3,8.71,24,0.13,PhD,Self-employed,Single,No,No,Auto,No,0,0.79,Excellent,36-45,<1 year
43,135815,117606,382,50,2,12.82,12,0.5,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes,0,0.87,Poor,36-45,3-5 years
20,109299,237498,720,101,3,23.51,48,0.63,High School,Part-time,Divorced,Yes,No,Other,Yes,0,2.17,Good,<25,>5 years
36,36766,238080,841,7,2,10.38,24,0.3,High School,Self-employed,Married,Yes,No,Business,Yes,1,6.48,Excellent,36-45,<1 year
37,110938,104428,352,66,1,12.9,24,0.84,High School,Self-employed,Divorced,No,No,Other,Yes,0,0.94,Poor,36-45,>5 years
49,20550,195705,466,107,2,18.72,12,0.6,Master's,Self-employed,Divorced,No,No,Education,No,0,9.52,Poor,46-60,>5 years
24,99820,100491,328,39,3,11.46,24,0.64,PhD,Unemployed,Single,Yes,No,Business,Yes,0,1.01,Poor,<25,3-5 years
69,50325,194550,469,73,3,11.84,60,0.55,PhD,Part-time,Married,Yes,No,Home,Yes,0,3.87,Poor,>60,>5 years
58,90691,58855,614,119,2,14.19,36,0.61,Master's,Part-time,Married,No,Yes,Other,Yes,0,0.65,Fair,46-60,>5 years
50,29876,203759,342,69,4,15.41,24,0.26,Master's,Unemployed,Single,Yes,Yes,Education,No,0,6.82,Poor,46-60,>5 years
57,120684,69420,642,96,1,5.6,48,0.17,PhD,Self-employed,Married,No,No,Home,Yes,0,0.58,Fair,46-60,>5 years
56,49119,138981,678,22,1,10.58,24,0.11,Bachelor's,Part-time,Single,No,No,Education,Yes,0,2.83,Good,46-60,1-3 years
35,127186,91246,806,75,2,6.69,24,0.73,Master's,Self-employed,Divorced,Yes,No,Business,No,0,0.72,Excellent,25-35 ,>5 years
57,23764,78444,315,21,2,24.61,36,0.56,Bachelor's,Part-time,Single,Yes,No,Auto,Yes,0,3.3,Poor,46-60,1-3 years
18,148711,221638,477,16,2,19.44,24,0.9,Master's,Full-time,Married,Yes,Yes,Education,No,0,1.49,Poor,<25,1-3 years
28,38051,210838,595,105,1,4.98,24,0.6,High School,Unemployed,Single,Yes,Yes,Home,Yes,0,5.54,Fair,25-35 ,>5 years
45,146321,148088,304,106,2,18.69,24,0.5,PhD,Part-time,Married,Yes,No,Education,No,1,1.01,Poor,36-45,>5 years
42,44991,63637,312,28,3,7.54,24,0.14,PhD,Full-time,Married,No,Yes,Home,Yes,0,1.41,Poor,36-45,1-3 years
67,27623,71510,680,91,2,17.82,24,0.67,PhD,Full-time,Married,Yes,No,Business,No,0,2.59,Good,>60,>5 years
40,58540,127266,476,116,2,15.66,24,0.33,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0,2.17,Poor,36-45,>5 years
48,51719,248465,339,23,3,9.41,60,0.46,Master's,Unemployed,Married,No,No,Business,No,0,4.8,Poor,46-60,1-3 years
47,34638,136472,754,6,4,20.06,60,0.15,Master's,Part-time,Married,No,Yes,Auto,Yes,0,3.94,Very Good,46-60,<1 year
59,49164,162916,530,18,1,15.52,60,0.57,Bachelor's,Self-employed,Single,Yes,Yes,Education,No,0,3.31,Poor,46-60,1-3 years
52,139946,184340,499,95,1,19.53,60,0.36,Master's,Self-employed,Single,Yes,Yes,Education,Yes,0,1.32,Poor,46-60,>5 years
24,83151,234323,324,64,1,9.38,12,0.21,Master's,Full-time,Divorced,No,No,Auto,No,0,2.82,Poor,<25,>5 years
33,60484,116501,546,97,1,22.56,24,0.39,High School,Part-time,Married,No,Yes,Other,Yes,0,1.93,Poor,25-35 ,>5 years
43,56029,237121,518,29,4,22.24,36,0.38,Master's,Part-time,Divorced,No,No,Other,Yes,0,4.23,Poor,36-45,1-3 years
65,127576,205024,461,58,4,11.9,60,0.73,Master's,Full-time,Married,Yes,No,Home,No,0,1.61,Poor,>60,3-5 years
69,16945,167105,396,30,4,5.78,60,0.87,PhD,Full-time,Married,Yes,No,Auto,No,0,9.86,Poor,>60,1-3 years
66,126029,11864,787,23,1,10.72,36,0.76,Master's,Full-time,Single,Yes,No,Education,No,0,0.09,Very Good,>60,1-3 years
19,92790,52133,815,14,3,14.88,24,0.11,PhD,Self-employed,Married,No,No,Education,Yes,0,0.56,Excellent,<25,1-3 years
18,94495,194108,626,31,1,18.03,36,0.21,Master's,Self-employed,Married,Yes,No,Education,Yes,0,2.05,Fair,<25,1-3 years
65,60298,97181,399,20,1,4.21,24,0.32,PhD,Part-time,Single,No,No,Business,Yes,0,1.61,Poor,>60,1-3 years
29,21718,150488,816,81,2,7.83,12,0.21,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,0,6.93,Excellent,25-35 ,>5 years
22,17957,64185,659,3,3,24.28,60,0.3,PhD,Unemployed,Single,No,No,Auto,Yes,0,3.57,Fair,<25,<1 year
54,110964,63551,641,110,1,12.37,12,0.52,Master's,Self-employed,Divorced,No,Yes,Auto,No,0,0.57,Fair,46-60,>5 years
49,22881,151191,823,118,3,12.17,48,0.48,Bachelor's,Full-time,Single,No,No,Auto,Yes,0,6.61,Excellent,46-60,>5 years
26,27633,130243,518,82,3,23.74,60,0.63,PhD,Self-employed,Divorced,Yes,No,Home,Yes,0,4.71,Poor,25-35 ,>5 years
58,122515,180859,698,45,3,3.4,48,0.33,Bachelor's,Full-time,Single,Yes,No,Other,No,0,1.48,Good,46-60,3-5 years
52,129391,222103,402,84,2,2.92,24,0.8,High School,Unemployed,Divorced,No,No,Auto,Yes,0,1.72,Poor,46-60,>5 years
36,118282,106919,718,112,1,13.88,24,0.4,PhD,Self-employed,Married,Yes,Yes,Education,No,0,0.9,Good,36-45,>5 years
65,30370,170883,648,20,3,9.49,24,0.67,Master's,Unemployed,Single,No,Yes,Home,Yes,0,5.63,Fair,>60,1-3 years
33,100822,249620,592,17,4,7.93,60,0.69,High School,Self-employed,Married,Yes,No,Education,Yes,0,2.48,Fair,25-35 ,1-3 years
20,143978,42768,559,83,3,12.47,60,0.69,High School,Self-employed,Divorced,No,No,Education,No,0,0.3,Poor,<25,>5 years
37,98252,76613,586,119,1,21.6,60,0.74,Master's,Full-time,Single,No,No,Education,No,0,0.78,Fair,36-45,>5 years
41,83488,73238,324,19,3,6.3,48,0.4,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,Yes,0,0.88,Poor,36-45,1-3 years
50,90093,124701,331,33,2,4.39,48,0.47,PhD,Self-employed,Divorced,No,No,Home,No,0,1.38,Poor,46-60,1-3 years
41,147188,136447,517,85,1,7.01,24,0.38,High School,Part-time,Married,Yes,No,Education,Yes,0,0.93,Poor,36-45,>5 years
69,109647,130258,644,17,2,8.12,60,0.5,Master's,Part-time,Single,No,No,Auto,No,0,1.19,Fair,>60,1-3 years
28,123690,163015,435,24,2,23.05,48,0.16,Master's,Full-time,Married,Yes,No,Auto,No,0,1.32,Poor,25-35 ,1-3 years
66,93229,196998,677,5,1,13.72,36,0.63,Bachelor's,Self-employed,Married,No,No,Business,Yes,0,2.11,Good,>60,<1 year
25,111552,46936,777,99,1,7.28,24,0.14,Master's,Full-time,Divorced,No,No,Education,No,0,0.42,Very Good,25-35 ,>5 years
53,133523,157184,569,38,4,19.32,12,0.1,PhD,Full-time,Divorced,No,Yes,Auto,Yes,0,1.18,Poor,46-60,3-5 years
55,138123,129240,773,44,1,17.53,60,0.84,Master's,Self-employed,Divorced,Yes,Yes,Home,No,0,0.94,Very Good,46-60,3-5 years
57,50597,24961,399,70,4,24.8,36,0.34,Master's,Full-time,Divorced,No,Yes,Home,Yes,0,0.49,Poor,46-60,>5 years
37,113145,74341,598,58,4,14.59,24,0.3,High School,Full-time,Married,Yes,No,Education,No,0,0.66,Fair,36-45,3-5 years
52,95299,81939,444,99,2,3.23,60,0.79,PhD,Part-time,Married,No,Yes,Home,No,0,0.86,Poor,46-60,>5 years
65,46626,140364,406,61,2,3.55,48,0.62,PhD,Full-time,Single,Yes,No,Home,No,0,3.01,Poor,>60,>5 years
42,75794,14788,552,26,1,10.96,24,0.63,High School,Full-time,Married,No,No,Home,Yes,0,0.2,Poor,36-45,1-3 years
52,125986,138424,745,99,3,14.46,36,0.88,High School,Full-time,Married,No,Yes,Auto,Yes,1,1.1,Very Good,46-60,>5 years
42,33131,71783,422,78,3,13.99,24,0.84,Bachelor's,Self-employed,Single,Yes,Yes,Other,No,0,2.17,Poor,36-45,>5 years
46,32886,86815,341,33,1,19.71,60,0.17,Bachelor's,Unemployed,Married,Yes,Yes,Auto,Yes,0,2.64,Poor,46-60,1-3 years
35,110748,196239,379,1,4,21.51,48,0.26,High School,Self-employed,Divorced,Yes,Yes,Education,No,0,1.77,Poor,25-35 ,<1 year
63,64784,123091,672,58,4,17.2,48,0.33,Master's,Part-time,Single,Yes,No,Home,Yes,0,1.9,Good,>60,3-5 years
35,59929,182885,691,115,2,17.82,12,0.8,Bachelor's,Unemployed,Divorced,No,No,Education,No,0,3.05,Good,25-35 ,>5 years
19,126702,50493,589,42,2,17.21,48,0.21,Bachelor's,Full-time,Single,Yes,Yes,Business,No,0,0.4,Fair,<25,3-5 years
52,40949,89073,371,0,2,3.69,12,0.66,Bachelor's,Self-employed,Single,No,Yes,Education,No,0,2.18,Poor,46-60,<1 year
33,80939,97406,715,97,3,16.61,48,0.86,Master's,Full-time,Single,Yes,No,Business,No,0,1.2,Good,25-35 ,>5 years
58,19553,179459,364,65,3,2.72,48,0.78,Master's,Self-employed,Married,Yes,Yes,Other,No,0,9.18,Poor,46-60,>5 years
53,68103,121907,681,51,1,8.24,24,0.79,Master's,Part-time,Divorced,No,No,Other,Yes,0,1.79,Good,46-60,3-5 years
50,61012,146528,423,110,2,24.35,48,0.74,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,0,2.4,Poor,46-60,>5 years
21,83269,16848,747,115,3,7.24,60,0.74,Master's,Self-employed,Divorced,Yes,Yes,Home,Yes,0,0.2,Very Good,<25,>5 years
50,66861,119251,839,80,4,20.1,24,0.69,PhD,Unemployed,Single,No,Yes,Home,Yes,0,1.78,Excellent,46-60,>5 years
31,94001,186700,808,26,4,9.97,60,0.41,High School,Full-time,Divorced,Yes,No,Business,Yes,1,1.99,Excellent,25-35 ,1-3 years
38,90026,85781,728,84,1,19.95,36,0.7,Bachelor's,Unemployed,Married,Yes,No,Education,Yes,0,0.95,Good,36-45,>5 years
65,20013,227242,730,65,1,21.93,12,0.67,PhD,Part-time,Single,No,Yes,Business,No,0,11.35,Good,>60,>5 years
37,116949,42529,662,8,3,23.12,24,0.16,PhD,Full-time,Single,Yes,Yes,Business,Yes,0,0.36,Fair,36-45,<1 year
25,43470,188375,490,99,4,13.53,48,0.63,Master's,Full-time,Single,Yes,Yes,Business,No,0,4.33,Poor,25-35 ,>5 years
24,64544,138247,839,9,2,14.52,36,0.31,High School,Unemployed,Single,Yes,Yes,Business,No,0,2.14,Excellent,<25,<1 year
20,37722,220616,473,83,3,9.85,24,0.68,PhD,Part-time,Married,Yes,Yes,Other,No,0,5.85,Poor,<25,>5 years
34,126552,174472,812,38,3,24.21,48,0.18,Master's,Unemployed,Divorced,No,No,Other,No,0,1.38,Excellent,25-35 ,3-5 years
50,147122,139900,832,63,4,6.21,60,0.61,PhD,Part-time,Single,Yes,No,Home,No,0,0.95,Excellent,46-60,>5 years
65,96299,51752,455,69,4,15.43,36,0.87,PhD,Self-employed,Divorced,Yes,No,Auto,Yes,0,0.54,Poor,>60,>5 years
29,76596,161843,374,67,4,19.31,48,0.21,Bachelor's,Full-time,Married,Yes,No,Other,No,1,2.11,Poor,25-35 ,>5 years
68,91446,65709,653,0,4,21.77,60,0.28,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0,0.72,Fair,>60,<1 year
39,67640,17812,402,20,1,14.97,12,0.41,High School,Part-time,Married,Yes,No,Business,No,0,0.26,Poor,36-45,1-3 years
39,135974,172423,518,99,2,13.47,48,0.39,PhD,Full-time,Single,No,Yes,Home,Yes,0,1.27,Poor,36-45,>5 years
63,103486,21859,676,107,2,8.22,48,0.73,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes,0,0.21,Good,>60,>5 years
47,114729,152289,309,98,1,3.84,12,0.8,Bachelor's,Self-employed,Divorced,No,No,Business,No,0,1.33,Poor,46-60,>5 years
55,144351,153788,814,35,3,16.42,48,0.55,Master's,Self-employed,Divorced,Yes,No,Other,No,1,1.07,Excellent,46-60,1-3 years
55,137136,196226,695,53,1,19.07,12,0.45,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,0,1.43,Good,46-60,3-5 years
62,82032,25481,465,70,4,4.79,24,0.62,PhD,Self-employed,Single,Yes,No,Education,Yes,0,0.31,Poor,>60,>5 years
68,120816,49277,748,38,4,18.69,12,0.61,Bachelor's,Self-employed,Married,Yes,No,Home,No,0,0.41,Very Good,>60,3-5 years
25,138579,181181,535,49,1,5.48,24,0.17,Master's,Part-time,Married,Yes,Yes,Auto,Yes,0,1.31,Poor,25-35 ,3-5 years
44,123224,129392,617,30,2,6.27,60,0.59,PhD,Unemployed,Single,No,No,Business,No,0,1.05,Fair,36-45,1-3 years
44,69372,182126,376,101,4,6.17,48,0.58,Master's,Unemployed,Divorced,No,No,Home,Yes,0,2.63,Poor,36-45,>5 years
51,122296,187785,553,23,2,7.64,48,0.16,PhD,Full-time,Married,Yes,Yes,Other,Yes,0,1.54,Poor,46-60,1-3 years
38,37962,143441,679,17,2,17.12,24,0.3,Master's,Full-time,Divorced,No,Yes,Education,Yes,1,3.78,Good,36-45,1-3 years
47,46335,240597,453,42,1,4.58,12,0.21,High School,Part-time,Single,Yes,Yes,Auto,Yes,0,5.19,Poor,46-60,3-5 years
50,111010,220554,475,76,1,22.62,24,0.79,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,0,1.99,Poor,46-60,>5 years
45,109740,243284,711,10,1,9.63,36,0.55,Master's,Part-time,Single,Yes,No,Auto,No,0,2.22,Good,36-45,<1 year
64,47552,212203,842,114,2,6.91,24,0.71,High School,Part-time,Divorced,Yes,No,Auto,Yes,0,4.46,Excellent,>60,>5 years
50,18906,194770,635,4,3,10.52,12,0.48,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,1,10.3,Fair,46-60,<1 year
22,28117,212209,695,83,3,22.09,48,0.15,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,1,7.55,Good,<25,>5 years
65,144737,114935,497,61,2,6.16,60,0.82,Master's,Unemployed,Married,No,No,Home,Yes,0,0.79,Poor,>60,>5 years
36,101388,219183,493,65,1,13.85,48,0.56,PhD,Full-time,Divorced,Yes,No,Education,No,0,2.16,Poor,36-45,>5 years
21,15954,103009,774,54,3,24.54,36,0.53,Master's,Unemployed,Single,No,Yes,Other,No,0,6.46,Very Good,<25,3-5 years
52,80726,106098,477,79,2,9.76,24,0.49,Master's,Part-time,Single,Yes,Yes,Education,No,0,1.31,Poor,46-60,>5 years
66,94405,99918,481,94,3,14.82,60,0.23,PhD,Self-employed,Single,Yes,No,Business,Yes,0,1.06,Poor,>60,>5 years
34,24764,161647,670,111,2,11.14,36,0.42,PhD,Self-employed,Single,Yes,No,Other,No,0,6.53,Good,25-35 ,>5 years
61,99528,40005,374,111,1,7.11,24,0.53,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,0,0.4,Poor,>60,>5 years
45,66737,20903,413,108,4,10.26,24,0.8,PhD,Unemployed,Single,No,No,Business,Yes,1,0.31,Poor,36-45,>5 years
47,111570,105113,551,50,3,14.17,48,0.82,PhD,Full-time,Divorced,No,No,Auto,Yes,1,0.94,Poor,46-60,3-5 years
46,21073,52020,773,115,1,5.07,12,0.2,Master's,Part-time,Married,Yes,No,Business,Yes,1,2.47,Very Good,46-60,>5 years
63,32500,224408,634,77,1,13.39,60,0.41,Master's,Full-time,Married,No,Yes,Home,No,0,6.9,Fair,>60,>5 years
23,140592,152242,737,98,3,12.72,48,0.13,Bachelor's,Part-time,Single,Yes,No,Home,No,0,1.08,Good,<25,>5 years
52,89505,80340,634,19,3,20.02,36,0.5,PhD,Self-employed,Single,No,No,Home,Yes,0,0.9,Fair,46-60,1-3 years
58,84901,120786,761,8,4,20.53,36,0.61,Master's,Full-time,Single,Yes,No,Business,No,0,1.42,Very Good,46-60,<1 year
54,33660,227356,782,64,3,2.64,12,0.55,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0,6.75,Very Good,46-60,>5 years
41,112529,145723,610,46,4,14.42,36,0.51,Master's,Full-time,Married,Yes,No,Home,No,0,1.29,Fair,36-45,3-5 years
46,54693,169555,513,6,2,4.31,12,0.19,PhD,Unemployed,Single,No,No,Auto,No,0,3.1,Poor,46-60,<1 year
66,81801,6871,646,60,3,16.32,12,0.68,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,0,0.08,Fair,>60,#N/A
63,141579,218850,360,55,4,7.12,60,0.31,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,0,1.55,Poor,>60,3-5 years
48,93300,211605,456,11,4,10.35,24,0.32,Master's,Self-employed,Divorced,No,No,Other,No,0,2.27,Poor,46-60,<1 year
52,108825,245290,653,76,1,2.85,60,0.85,High School,Part-time,Married,Yes,Yes,Other,No,0,2.25,Fair,46-60,>5 years
50,80680,175937,732,11,3,14.5,12,0.38,Bachelor's,Unemployed,Divorced,Yes,No,Other,No,1,2.18,Good,46-60,<1 year
69,53557,239096,789,116,2,16.37,60,0.15,Bachelor's,Full-time,Divorced,Yes,No,Education,No,0,4.46,Very Good,>60,>5 years
38,149975,156294,611,88,3,13.9,12,0.56,PhD,Part-time,Single,Yes,Yes,Business,No,0,1.04,Fair,36-45,>5 years
49,96778,68210,536,37,3,17.97,36,0.4,Master's,Self-employed,Divorced,Yes,Yes,Auto,Yes,0,0.7,Poor,46-60,3-5 years
40,99026,123150,497,63,2,15.17,12,0.87,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0,1.24,Poor,36-45,>5 years
50,33014,118574,344,2,1,19.84,12,0.84,Master's,Full-time,Single,Yes,No,Business,No,0,3.59,Poor,46-60,<1 year
20,125194,154168,536,17,3,10.27,12,0.22,High School,Self-employed,Single,No,No,Business,Yes,0,1.23,Poor,<25,1-3 years
